Titulo,Duracion,Anio_estreno,Tipo,Genero,Actores,Plataforma
Amend: The Fight for America,1,2021,TV Show,Docuseries,"Will Smith, Mahershala Ali, Laverne Cox, Utkarsh Ambudkar, Bambadjan Bamba, Sterling K. Brown, Bobby Cannavale, Rafael Casal, Whitney Cummings, Daveed Diggs, Hannah Gadsby, Joseph Gordon-Levitt, Graham Greene, Diane Guerrero, Helen Hunt, Joshua Jackson, Samuel L. Jackson, Aja Naomi King, Diane Lane, Ki Hong Lee, Gabriel Luna, Marsai Martin, Dermot Mulroney, Tig Notaro, Jae Suh Park, Randall Park, Pedro Pascal, Yara Shahidi, Alia Shawkat, Algee Smith, Willow Smith, Courtney B. Vance, Lena Waithe, Samira Wiley, Larry Wilmore",Netflix
America Revealed,1,2012,TV Show,Talk Show and Variety,Yul Kwon,Amazon
America Strong,1,2021,TV Show,News,Sin dato,Hulu
America The Story of Us,1,2010,TV Show,Documentary,"Daniel Webb, Liev Schreiber",Amazon
America To Me,1,2018,TV Show,"Black Stories, Documentaries",Sin dato,Hulu
America the Beautiful,2,2021,Movie,Animals & Nature,Michael B. Jordan,Disney
America's Book of Secrets,1,2014,TV Show,Docuseries,Jonathan Adams,Netflix
America's Book of Secrets,1,2012,TV Show,"Documentaries, History",Sin dato,Hulu
America's Book of Secrets,1,2012,TV Show,"Documentary, Special Interest","Barry Aird, Jonathan Adams",Amazon
America's Caddie,0,2020,Movie,Sports,Sin dato,Hulu
America's Funniest Home Videos,9,1989,TV Show,"Comedy, Family, Fantasy",Tom Bergeron,Disney
America's Funniest Home Videos,2,1981,TV Show,"Comedy, Family",Sin dato,Hulu
America's Funniest Home Videos: Animal Edition,1,2021,TV Show,Reality,Alfonso Ribeiro,Disney
America's Future: The Power of the Latino Vote,0,2020,Movie,News,Sin dato,Hulu
America's Got Talent,1,2006,TV Show,"Family, Music, Reality",Sin dato,Hulu
America's Greatest Animals,90,2012,Movie,"Animals & Nature, Documentary, Family","Bray Poor, Casey Anderson, Brady Barr, Andy Casagrande, Mireya Mayor",Disney
America's Heart & Soul,88,2004,Movie,"Documentary, Family","George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis",Disney
America's Most Wanted,1,2021,TV Show,"Crime, Documentaries, Reality",Sin dato,Hulu
America's National Parks,1,2015,TV Show,"Animals & Nature, Docuseries",C.T. Taylor,Disney
America's Next Top Model,14,2010,TV Show,Unscripted,"Tyra Banks, Nigel Barker, André Leon Talley",Amazon
America's Next Top Model,22,2011,TV Show,"Lifestyle & Culture, Reality, Teen",Sin dato,Hulu
America's Next Top Model,2,2013,TV Show,Reality TV,Tyra Banks,Netflix
America's War on Drugs,1,2017,TV Show,"Documentary, Special Interest",Sin dato,Amazon
America: Our Defining Hours,1,2020,TV Show,"Documentaries, Drama, History",Sin dato,Hulu
America: The Motion Picture,98,2021,Movie,"Action & Adventure, Comedies","Channing Tatum, Jason Mantzoukas, Olivia Munn, Andy Samberg, Bobby Moynihan, Judy Greer, Will Forte, Raoul Trujillo, Killer Mike, Simon Pegg",Netflix
American Anarchist,81,2016,Movie,Documentaries,William Powell,Netflix
American Animals,117,2018,Movie,"Action, Drama","Evan Peters, Barry Keoghan, Blake Jenner, Jared Abrahamson, Udo Kier, Ann Dowd",Amazon
American Animals,117,2018,Movie,"Crime, Drama, Horror",Sin dato,Hulu
American Assassin,112,2017,Movie,Action & Adventure,"Dylan O'Brien, Michael Keaton, Sanaa Lathan, Shiva Negar, Taylor Kitsch, Trevor White, Navid Negahban, Scott Adkins, David Suchet, Sydney Rae White",Netflix
American Beauty,122,1999,Movie,Dramas,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Chris Cooper, Peter Gallagher, Allison Janney, Scott Bakula, Sam Robards",Netflix
American Cannibal,79,2021,Movie,"Horror, Suspense","Mitch Lerner, Brittany Sinkler",Amazon
American Circumcision,101,2017,Movie,Documentaries,Sin dato,Netflix
American Commando,1,1988,TV Show,Action,"Mark Watson, Mike Abbott, Mieke Blischke",Amazon
American Crime,3,2017,TV Show,"Crime TV Shows, TV Dramas","Felicity Huffman, Timothy Hutton, Elvis Nolasco, Regina King, Lili Taylor, Richard Cabral, Brent Anderson, Benito Martinez, Shane Jacobsen, W. Earl Brown, Caitlin Gerard, Penelope Ann Miller, Johnny Ortiz",Netflix
American Crime Story: The People v. O.J. Simpson,1,2016,TV Show,"Crime TV Shows, TV Dramas","Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton",Netflix
American Dad!,16,2005,TV Show,"Adult Animation, Comedy, Sitcom",Sin dato,Hulu
American Daredevils,1,2014,TV Show,"Documentary, Drama, Unscripted",Mike Buse,Amazon
American Dragon: Jake Long,2,2004,TV Show,"Action-Adventure, Animation, Comedy","Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",Disney
American Dreamer,93,2019,Movie,Suspense,"Jim Gaffigan, Robbie Jones, Isabel Arraiza",Amazon
American Drug War: The Last White Hope,118,2011,Movie,Special Interest,"Tommy Chong, Freeway Ricky Ross, Michael Ruppert, Jello Biafra, Kevin Booth",Amazon
American Eid,21,2021,Movie,Drama,"Shanessa Khawaja, Jenna Qureshi, Cash Herrera, Fazeelat Aslam, Maya Bednarek, Iris Starlett Perry",Disney
American Experience: Butch Cassidy and the Sundance Kid,53,2014,Movie,"Documentary, Special Interest",Sin dato,Amazon
American Experience: Rachel Carson,114,2017,Movie,Documentary,Sin dato,Amazon
American Experience: Ruby Ridge,53,2017,Movie,Documentaries,"Dave Hunt, Bo Gritz, Sara Weaver",Netflix
American Experience: Tesla,54,2016,Movie,Documentary,Michael Murphy,Amazon
American Experience: The Battle of Chosin,114,2016,Movie,Documentary,Sin dato,Amazon
American Experience: The Bombing of Wall Street,52,2018,Movie,"Documentary, Special Interest",Oliver Platt,Amazon
American Experience: The Circus,1,2018,TV Show,Docuseries,Sin dato,Netflix
American Experience: The Island Murder,53,2018,Movie,Documentaries,Blair Brown,Netflix
American Experience: The Poisoner's Handbook,113,2014,Movie,"Documentary, Special Interest",Sin dato,Amazon
American Experience: The Race Underground,54,2017,Movie,Documentary,Michael Murphy,Amazon
American Experience: The Swamp,114,2019,Movie,"Documentary, Special Interest",Tim Hopper,Amazon
American Experience: War of the Worlds,53,2013,Movie,"Documentary, Special Interest","Michael Murphy, Oliver Platt, David McCullough, David Ogden Stiers, Charissa Allen, Julian Arahanga",Amazon
American Experience: Wyatt Earp,53,2010,Movie,Special Interest,Michael Murphy,Amazon
American Factory,110,2019,Movie,Documentaries,Sin dato,Netflix
American Factory: A Conversation with the Obamas,10,2019,Movie,Documentaries,"President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",Netflix
American Flag for Kids,60,2019,Movie,"Documentary, Special Interest",Sin dato,Amazon
American Gods,2,2017,TV Show,"Black Stories, Drama, Mystery",Sin dato,Hulu
American Gun,95,2005,Movie,Drama,Sin dato,Hulu
American Guns: A History of US Firearms,1,2017,TV Show,Documentary,Sin dato,Amazon
American Hangman,99,2019,Movie,Thrillers,"Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther",Netflix
American Heist,95,2014,Movie,"Action & Adventure, Dramas","Hayden Christensen, Adrien Brody, Jordana Brewster, Tory Kittles, Akon, Luis Da Silva Jr., Lance E. Nichols, Joe Chrest",Netflix
American Heretics,87,2021,Movie,Documentary,Sin dato,Amazon
American High School,1,2016,TV Show,"Documentary, Unscripted",Sin dato,Amazon
American History X,119,1998,Movie,Dramas,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry",Netflix
American Honey,163,2016,Movie,"Dramas, Independent Movies","Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes",Netflix
American Horror Stories,1,2021,TV Show,"Drama, Horror",Sin dato,Hulu
American Horror Story,10,2011,TV Show,"Drama, Horror",Sin dato,Hulu
American Horror Story,9,2019,TV Show,"TV Horror, TV Mysteries, TV Thrillers","Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chloë Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocheré, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., André Holland, Danny Huston",Netflix
American Horror Story,9,2019,TV Show,"Drama, Horror, Suspense",Sin dato,Amazon
American Housewife,5,2016,TV Show,"Comedy, Family, Sitcom",Sin dato,Hulu
American Lowrider,86,2010,Movie,Comedy,"Valente Rodriguez, Erlinda Navarro, Demetrius Navarro",Amazon
American Masters: Inventing David Geffen,115,2012,Movie,Movies,David Geffen,Netflix
American Masters: Raul Julia: The World's a Stage,84,2019,Movie,Documentary,"Anjelica Huston, Edward James Olmos, Rita Moreno, James Earl Jones, Sonia Braga, Rubén Blades, Esai Morales, John Leguizamo, Jimmy Smits, Andy Garcia",Amazon
American Masters: Ted Williams,55,2018,Movie,"Documentaries, Sports Movies",Ted Williams,Netflix
American Me,127,1992,Movie,"Drama, Romance, Suspense","Sal Lopez, Vira Montes, Roberto Mart??n M??rquez, Dyana Ortelli, Joe Aubel, Rob Garrett, Lance August, Cody Glenn, Don Pugsley, Panchito G??mez, Albert Joe Medina Jr., Alex Sol??s, Raymond Amezquita, Steve Wilcox, Richard Coca, Javier Castellanos, Richard Lee-Sung, Eric Close, Christian Klemash, Brian Holechek, Rigoberto Jimenez, Edward James Olmos, William Forsythe, Pepe Serna, nbcu, Robert M. Young, Floyd Mutrux, Desmond Nakano, Tom S. Ventimiglia, William Fetzer, Thomas Richard Gorman III, George Padilla, Humberto Madrigal, Jaime Gomez, Jose Guardado, Jacob Vargas, Daniel Lujan, Evelina Fern??ndez, Rodney Rincon, John Rangel, Robert Pucci, Tony Giorgio, Sabino Villa Lobos, Armando Briseno, Mauricio Ernesto Anzueto, Manny Perry, Bennie Moore, Alex Brown, William Smith, Gerald Lynn Walker, William T. Amos, Irma Aurea Garc??a, Robert Alvarez, Ken Medlock, Rolando Molina, Ana Lizarraga, Steven Cisneros, Art Bonilla, Tom Bower, Jessica Russell, Dave Smith, Michael Shaner",Amazon
American Me,126,1992,Movie,Dramas,"Edward James Olmos, William Forsythe, Pepe Serna, Danny De La Paz, Evelina Fernandez, Cary-Hiroyuki Tagawa, Daniel Villarreal, Sal Lopez, Daniel Haro, Domingo Ambriz",Netflix
American Mobster: Miami Shakedown,83,2010,Movie,Action,"Nino Cimino, Frank Stallone, Robert Miano, Marco Arras, Elizabeth Mae",Amazon
American Mobster: Retribution,71,2021,Movie,"Action, Drama, Suspense","Nino Cimino, Chris Spinelli, Elliott Woods, James Menditto, Jason Toler, Gio Randazzo, Sal Landi, Johnny Mask, Lou Tapia, Nicole D'Angelo, Jeffrey Moon, Adam Weston Poell, Giorgio Bellossi, Jeff Rector, Alexa Niemi, David Prak, Louis DeStefano, Craijece Danielle, Talon Tears, Akia Takara, Doug Tochioka, Taylor Anne Swartz, Perry Meth, Warren Hong",Amazon
American Murder: The Family Next Door,84,2020,Movie,Documentaries,Sin dato,Netflix
American Ninja Warrior,1,2012,TV Show,"Action, Adventure, Family",Sin dato,Hulu
American Odyssey,1,2015,TV Show,"TV Dramas, TV Thrillers","Anna Friel, Peter Facinelli, Jake Robinson, Jim True-Frost, Treat Williams, Sadie Sink, Omar Ghazaoui, Nate Mooney, Elena Kampouris, Daniella Pineda, Adewale Akinnuoye-Agbaje",Netflix
American Outlaws,94,2001,Movie,Action & Adventure,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will McCormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",Netflix
American Pickers,1,2010,TV Show,TV Shows,"Mike Wolfe, Frank Fritz, Danielle Colby-Cushman",Amazon
American Pickers,2,2010,TV Show,"Documentaries, Family, Reality",Sin dato,Hulu
American Pie 9: Girls' Rules,96,2020,Movie,Comedies,"Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Sara Rue, Zachary Gordon, Camaron Engels, Christian Valderrama, Zayne Emory",Netflix
American Playboy,1,2017,TV Show,"Documentary, Drama, Special Interest","Hugh Hefner, Matt Whelan",Amazon
American Psycho,102,2000,Movie,"Comedies, Cult Movies, Dramas","Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner",Netflix
American Renegades,105,2018,Movie,Action,"Sullivan Stapleton, Charlie Bewley, Joshua Henry, Diarmaid Murtagh, Dimitri Leonidas, J. K. Simmons",Amazon
American Restoration,3,2013,TV Show,"Documentary, Drama, Unscripted",Rick Dale,Amazon
American Ripper,1,2017,TV Show,"Documentary, Drama, Special Interest",Jeff Mudgett,Amazon
American Son,90,2019,Movie,Dramas,"Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee",Netflix
American Takedown,1,2015,TV Show,Documentary,Sin dato,Amazon
American Tragedy,79,2020,Movie,"Documentary, Drama","Sue Klebold, Mary Dyer, Zack Nick, Paul Rohrer, Lincoln Dyer",Amazon
American Traitor: The Trial of Axis Sally,109,2021,Movie,"Drama, Suspense","Al Pacino, Meadow Williams, Thomas Kretschmann",Amazon
American Ultra,96,2015,Movie,"Action & Adventure, Comedies","Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton, Walton Goggins, John Leguizamo, Bill Pullman, Tony Hale, Lavell Crawford, Stuart Greer",Netflix
American Vandal,2,2018,TV Show,"Crime TV Shows, TV Comedies, Teen TV Shows","Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg",Netflix
American Virgins,93,2014,Movie,Comedy,"Joe Perry, Joshua Murdoch, Andrew Phung, Derek Losoncy",Amazon
American Visa,101,2005,Movie,"Action, Drama, Romance","Demián Bichir, Kate del Castillo, Roberto Barbery",Amazon
American Warfighter,106,2019,Movie,Dramas,"Jerry G. Angelo, Paul Logan, Joshua Santana, Carolina Castro, David Robbins, Michael King, Tom Crisp, Jennifer Marshall, Victoria Clare, Ryan Baumann, Isaac C. Singleton Jr., Said Faraj",Netflix
American Woman,87,2019,Movie,"Dramas, Independent Movies","Hong Chau, Sarah Gadon, John Gallagher Jr., Lola Kirke, Ellen Burstyn, David Cubitt, Jordan Pettle, Richard Walters",Netflix
Amhi Doghe Raja Rani,157,1986,Movie,Comedy,"Laxmikant Berde, Tejashree, Atmaram Bhende, Sharad Talwalkar, Sanjay Jog",Amazon
Ami Sudhu Cheyechhi Tomay,151,2014,Movie,Romance,"Ankush Hazra, Subhashree Ganguly",Amazon
Amira & Sam,87,2015,Movie,"Comedy, Drama, Romance",Sin dato,Hulu
Amish Grace,89,2010,Movie,"Drama, Faith and Spirituality","Kimberly Williams-Paisley, Tammy Blanchard, Fay Masterson, Madison Mason, Gary Graham, Darcy Rose Byrnes, Karley Scott Collins, Eugene Byrd, Matt Letscher, David Mazouz, Amy Sloan",Amazon
Amit Tandon: Family Tandoncies,72,2019,Movie,Stand-Up Comedy,Amit Tandon,Netflix
Amma,132,1982,Movie,Drama,"Pratap Pothan, Saritha, VK.Ramaswamy, Manorama",Amazon
Amma Ki Boli,118,2019,Movie,"Comedy, Drama","Master Aniket, Ashraf, Hrishitaa Bhatt, Nitu Dubey, Shravani Goswami, Jitendra Gupta, Aashique Hussain, Zakir Hussain, Jugnu Ishiqui, Farrukh Jaffar, Ishtiyak Khan, Raj Mishra, Sanjay Mishra, Govind Namdeo, Sitaram Panchal, Priyal Patil, Master Pranjul, Sania Priya, Ratan Rathaur, Anu Shah, Sheela Sharma, Himani Shivpuri, Anupam Shyam, Shekhar Singh, Shruti Solanki, Sunder, Sangeeta Tiwari",Amazon
Ammani,94,2016,Movie,Drama,"Lakshmy Ramakrishnan, Subbalakshmi, Nithin Sathya, George Maryan, Robo Shankar",Amazon
Ammonite,117,2020,Movie,"Drama, LGBTQ+, Romance",Sin dato,Hulu
Amnesia,1,2004,TV Show,TV Shows,"Anthony Calf, John Hannah, Jemma Redgrave, Brendan Coyle, Beatriz Batarda",Amazon
Among Family,127,2017,Movie,"Comedies, International Movies","Engin Günaydın, Demet Evgar, Erdal Özyağcılar, Su Kutlu, Devrim Yakut, Fatih Artman, Gülse Birsel, Şevket Çoruh, Derya Karadaş, Devin Özgür Çınar",Netflix
Among Us,94,2020,Movie,"Documentary, Drama, Special Interest",Dean Radin,Amazon
Among the Stars,1,2021,TV Show,Docuseries,Chris Cassidy,Disney
Amrapali,116,1966,Movie,"Dramas, International Movies, Music & Musicals","Vyjayantimala, Sunil Dutt, Prem Nath, Bipin Gupta, Gajanan Jagirdar, Zul Vellani, K.N. Singh, Randhir",Netflix
Amulet,100,2020,Movie,"Horror, Thriller",Sin dato,Hulu
Amundsen: The Greatest Expedition,125,2021,Movie,"Action, Drama, Suspense","Pål Sverre Hagen, Katherine Waterston, Christan Rubeck, Trond Espen Seim, Glenn André Kaada, Ida-Ursin Holm",Amazon
Amy,100,1981,Movie,"Drama, Family","Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",Disney
Amy,128,2015,Movie,"Documentaries, International Movies, Music & Musicals","Amy Winehouse, Lauren Gilbert",Netflix
"Amy Lee, Dream Too Much",28,2016,Movie,"Animation, Music Videos and Concerts",Amy Lee,Amazon
Amy Schumer Growing,61,2019,Movie,Stand-Up Comedy,Amy Schumer,Netflix
Amy Schumer Learns to Cook,1,2020,TV Show,"Cooking & Food, Lifestyle & Culture",Sin dato,Hulu
Amy Schumer: The Leather Special,57,2017,Movie,Stand-Up Comedy,Amy Schumer,Netflix
Amy Tan: Unintended Memoir,101,2021,Movie,Documentaries,Amy Tan,Netflix
Amy Winehouse: A Final Goodbye,0,2011,Movie,"Documentaries, Music",Sin dato,Hulu
Amyloid,56,2021,Movie,Drama,"Kathy Valent, Crystal Hill",Amazon
An Acceptable Loss,102,2019,Movie,"Horror, Thriller",Sin dato,Hulu
An All Dogs Christmas Carol,73,1998,Movie,Kids,"Charles Nelson Reilly, Sheena Easton, Ernest Borgnine, Dom DeLuise, Bebe Neuwirth, Steven Weber",Amazon
An American Carol,82,2008,Movie,Comedy,"Kevin Farley, Kelsey Grammer, Dennis Hopper, David Alan Grier, James Woods, Jon Voight, Leslie Nielsen, Trace Adkins, Robert Davi",Amazon
An American Ghost Story,90,2012,Movie,Horror,"Stephen Twardokus, Jon Gale, Liesel Kopp, Wendy Haines, Cain Clifton",Amazon
An American Girl Story,3,2017,TV Show,Kids,"Nina Lu, Hannah Nordberg, Gwendoline Yeo",Amazon
"An American Girl Story: Summer Camp, Friends For Life",32,2017,Movie,Kids,"Zoe Manarel, Alison Fernandez, Lauren Donzis, Camryn Manheim, Monique Green",Amazon
An American Girl: McKenna Shoots for the Stars,94,2012,Movie,"Children & Family Movies, Comedies, Dramas","Jade Pettyjohn, Kerris Dorsey, Nia Vardalos, Ian Ziering, Ysa Penarejo, Cathy Rigby, Kally Berard, Talia Pura, Paula Rivera, George Chiang",Netflix
An American Rhapsody,106,2001,Movie,Drama,"Nastassia Kinski, Scarlett Johansson, Tony Goldwyn",Amazon
An American Tail,80,1986,Movie,Children & Family Movies,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn",Netflix
An American Tail: Fievel Goes West,75,1991,Movie,Children & Family Movies,"Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz",Netflix
An American Tail: The Mystery of the Night Monster,75,1999,Movie,Children & Family Movies,"Thomas Dekker, Lacey Chabert, Jane Singer, Nehemiah Persoff, Susan Boyd, Robert Hays, Pat Musick, Dom DeLuise, Candi Milo, Jeff Bennett",Netflix
An American Tail: The Treasures of Manhattan Island,79,2000,Movie,Children & Family Movies,"Thomas Dekker, Dom DeLuise, Pat Musick, Nehemiah Persoff, Erica Yohn, Lacey Chabert, Elaine Bilstad, Rene Auberjonois, David Carradine, Sherman Howard, Tony Jay, Richard Karron, John Kassir, Ron Perlman",Netflix
An American in Madras,80,2013,Movie,"Documentaries, International Movies",Sin dato,Netflix
An Artist of the Floating World,90,2019,Movie,Drama,"Natsuko Akiyama, Shunsuke Daitô, Masato Hagiwara",Amazon
An Easy Girl,93,2019,Movie,"Comedies, Dramas, International Movies","Mina Farid, Zahia Dehar, Benoît Magimel, Nuno Lopes, Clotilde Courau, Loubna Abidar, ""Riley"" Lakdhar Dridi, Henri-Noël Tabary",Netflix
An Egyptian Story,129,1982,Movie,"Classic Movies, Dramas, Independent Movies","Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Netflix
